0,9,"[('start', 0, 9), ('move', 9, 18)]"
1,50,"[('start', 0, 50), ('move', -9, 41)]"
2,18,"[('start', 0, 18), ('move', 9, 27)]"
3,41,"[('start', 0, 41), ('move', -7, 34)]"
